NAICS Code,Kind of Business,2020,2019r,2018r,2017r,2016r,2015r,2014r,2013r,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4461,Health and personal care stores ………………………………………...…………………………………………………………………………………………………,"351,257","344,045","337,799","323,866","318,928","307,891","294,566","279,551","274,000","271,612","260,435","252,794","246,573","237,164","223,336","210,085","199,290","192,426","179,983","166,533","155,234","142,699","129,583","118,672","109,557","101,635","96,363","92,594","89,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44611,Pharmacies and drug stores ………………………………………...…………………………………………………………………………………………………,"298,786","284,622","279,613","269,054","265,546","257,355","246,639","233,636","229,951","231,249","222,230","217,260","210,857","202,284","191,018","179,170","169,231","165,524","153,936","141,772","130,857","121,282","108,415","98,823","91,810","85,840","81,994","79,707","77,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44613,Optical goods stores ………………………………………...…………………………………………………………………………………………………,"9,834","11,400","11,018","10,594","10,456","10,374","10,335","10,167","9,957","10,033","9,346","8,757","8,353","8,231","7,581","7,499","7,156","6,912","6,818","6,487","7,228","6,973","6,943","6,563","5,859","5,262","5,286","4,906","4,907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Gasoline stations ………………………………………...…………………………………………………………………………………………………,"428,076","513,508","522,921","476,152","435,967","455,602","546,962","553,712","555,419","533,457","448,349","391,234","503,639","451,822","421,976","378,923","324,006","275,187","250,619","251,383","249,816","212,524","191,727","199,700","194,425","181,113","171,222","162,376","156,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Clothing and clothing access. stores ………………………………………...…………………………………………………………………………………………………,"201,422","269,537","267,482","261,396","261,488","257,279","251,336","245,162","239,493","228,606","213,286","204,475","215,583","221,205","213,189","200,969","190,253","178,694","172,304","167,287","167,674","159,751","149,151","140,293","136,581","131,333","129,083","124,749","120,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,Clothing stores ………………………………………...…………………………………………………………………………………………………,"138,285","196,065","195,165","191,108","190,616","187,751","183,488","179,167","176,131","168,095","158,276","151,370","157,702","161,622","154,546","145,575","137,289","128,361","122,834","119,208","118,097","111,681","104,128","97,722","93,712","90,708","90,161","88,127","85,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44811,Men's clothing stores ………………………………………...……………………………………………………………………………………,"5,133","9,304","9,288","9,296","9,272","9,361","9,226","8,838","8,272","7,860","7,285","7,353","8,351","8,772","8,844","8,737","8,566","8,249","8,112","8,625","9,507","9,667","10,196","10,069","9,546","9,315","10,032","9,962","10,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44812,Women's clothing stores ………………………………………...……………………………………………………………………………,"27,807","38,382","39,891","39,212","40,065","40,471","41,175","41,586","41,794","40,048","37,690","36,055","38,402","40,294","38,809","37,075","34,954","32,565","31,246","31,453","31,447","29,549","28,332","27,822","28,238","28,696","30,585","32,350","31,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44814,Family clothing stores ………………………………………...…………………………………………………………………………………,"79,372","112,411","109,175","105,212","103,360","101,010","97,973","95,295","92,631","88,272","84,508","80,924","82,799","84,592","81,712","77,292","72,444","67,494","64,289","60,150","58,913","55,318","50,154","45,243","42,259","39,999","38,103","35,297","33,146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44819,Other clothing stores ………………………………………...…………………………………………………………………………………,"12,107","17,376","17,901","17,822","17,878","16,997","15,604","14,556","13,941","12,671","11,704","11,356","11,764","12,003","11,042","10,144","9,983","9,223","8,766","8,888","8,815","8,247","7,470","7,321","7,110","6,610","5,992","5,521","5,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,Shoe stores ………………………………………...………………………………………………….……………………………………………………,"29,275","37,413","37,063","36,332","36,916","35,313","33,964","32,760","31,039","29,260","27,233","25,646","26,975","26,811","26,682","25,263","23,685","23,167","23,201","22,884","22,875","22,690","22,238","21,450","21,235","20,341","19,907","19,028","18,616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,"Jewelry, luggage, and leather goods stores ………………………………………...…………………………………………………………………………………………………","33,862","36,059","35,254","33,956","33,956","34,215","33,884","33,235","32,323","31,251","27,777","27,459","30,906","32,772","31,961","30,131","29,279","27,166","26,269","25,195","26,702","25,380","22,785","21,121","21,634","20,284","19,015","17,594","16,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44831,Jewelry stores ………………………………………...………………………………………………...……………………………………………,"30,758","32,452","32,061","30,988","30,937","31,438","31,197","30,444","29,862","29,050","25,909","25,698","28,993","30,820","30,103","28,421","27,623","25,493","24,638","23,561","24,821","23,691","21,271","19,629","20,169","19,007","17,852","16,429","15,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,"Sporting goods, hobby, musical instrument, and book stores ………………………………………...…………………………………………………………………………………………………","84,363","79,807","80,208","83,896","86,223","85,401","83,547","82,731","81,159","78,647","78,227","77,678","80,561","80,909","78,534","75,228","73,167","70,359","69,212","68,583","67,592","64,072","60,441","57,692","56,071","53,033","50,145","45,573","42,966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,"Sporting goods, hobby, and musical instrument stores ………………………………………...…………………………………………………………………………………………………","77,806","70,365","70,177","73,040","75,062","73,848","71,487","70,306","67,743","63,820","61,901","60,831","62,463","62,457","60,229","56,965","55,000","53,012","52,652","52,278","51,444","48,613","45,810","43,682","42,913","40,631","38,932","35,453","33,663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45111,Sporting goods stores ………………………………………...…………………………………………………………………………………………………,"52,900","45,148","44,077","45,965","48,103","46,906","45,097","44,578","42,142","38,995","37,407","36,574","36,777","35,804","33,869","30,713","28,640","27,000","26,219","26,158","25,308","23,699","22,284","21,167","20,810","19,869","18,825","16,791","15,583",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45112,"   Hobby, toy, and game stores …………………………………………………………………………………………………………………………………","17,027","16,435","16,892","18,147","18,399","18,045","17,433","16,919","16,620","16,119","15,805","15,530","16,107","16,344","16,020","16,255","16,314","16,582","16,909","16,820","16,947","16,651","15,833","15,021","14,502","13,714","12,850","11,651","11,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512,Book stores and news dealers ………………………………………………………………………………………………………………………,"6,557","9,442","10,031","10,856","11,161","11,553","12,060","12,425","13,416","14,827","16,326","16,847","18,098","18,452","18,305","18,263","18,167","17,347","16,560","16,305","16,148","15,459","14,631","14,010","13,158","12,402","11,213","10,120","9,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45121,Book stores and news dealers …………………………………………………………………………………………………………………,"6,557","9,442","10,031","10,856","11,161","11,553","12,060","12,425","13,416","14,827","16,326","16,847","18,098","18,452","18,305","18,263","18,167","17,347","16,560","16,305","16,148","15,459","14,631","14,010","13,158","12,402","11,213","10,120","9,303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451211,Book stores ………………………………………...…………………………………………………………………………………………………,"6,163","8,931","9,525","10,329","10,572","10,872","11,237","11,442","12,269","13,716","15,238","15,802","16,801","17,171","16,978","16,992","16,881","16,219","15,437","15,098","14,879","14,172","13,282","12,742","11,905","11,196","10,107","9,108","8,327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,General merchandise stores ………………………………………...…………………………………………………………………………………………………,"730,570","716,467","707,088","691,891","682,698","680,127","670,608","653,572","642,313","624,766","603,757","588,918","595,041","578,582","554,256","528,385","497,382","468,771","446,520","427,468","404,228","380,179","351,081","331,363","315,305","300,498","285,190","265,996","247,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,Department stores ………………………………………...…………………………………………………………………………………………………,"112,335","134,655","142,078","146,654","154,200","165,074","168,778","170,560","177,313","183,361","184,755","186,583","198,236","209,392","213,155","215,266","215,691","214,470","220,743","228,377","232,475","230,304","223,290","220,108","212,203","205,920","198,945","187,685","177,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45211,Department stores …………………………………...…………………………………………………………………………………………………,"112,335","134,655","142,078","146,654","154,200","165,074","168,778","170,560","177,313","183,361","184,755","186,583","198,236","209,392","213,155","215,266","215,691","214,470","220,743","228,377","232,475","230,304","223,290","220,108","212,203","205,920","198,945","187,685","177,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452111,Department stores (except discount dept. stores) ………………………………………...………………………………………………………………………………,"21,294","39,548","44,571","48,435","52,911","57,299","59,419","60,029","62,961","65,738","64,901","63,340","71,149","76,887","80,297","84,751","84,466","85,146","86,857","90,782","96,282","96,652","94,308","93,985","92,172","89,300","89,402","86,325","85,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452112,Discount dept. stores ………………………………………...…………………………………………………………………………………………………,"91,041","95,107","97,507","98,219","101,289","107,775","109,359","110,531","114,352","117,623","119,854","123,243","127,087","132,505","132,858","130,515","131,225","129,324","133,886","137,595","136,193","133,652","128,982","126,123","120,031","116,620","109,543","101,360","91,936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,Other general merchandise stores ………………………………………...…………………………………………………………………………………………………,"618,235","581,812","565,010","545,237","528,498","515,053","501,830","483,012","465,000","441,405","419,002","402,335","396,805","369,190","341,101","313,119","281,691","254,301","225,777","199,091","171,753","149,875","127,791","111,255","103,102","94,578","86,245","78,311","70,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45291,Warehouse clubs and supercenters ………………………………………...…………………………………………………………………………………………………,"527,095","501,333","486,683","470,180","457,178","447,051","436,743","421,029","406,309","386,343","367,993","354,529","351,226","324,963","297,956","271,920","242,330","216,286","191,252","164,716","139,614","118,809","98,493","81,919","73,079","65,101","57,756","46,628","40,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45299,All other general merchandise stores ………………………………………...…………………………………………………………………………………………………,"91,140","80,479","78,327","75,057","71,320","68,002","65,087","61,983","58,691","55,062","51,009","47,806","45,579","44,227","43,145","41,199","39,361","38,015","34,525","34,375","32,139","31,066","29,298","29,336","30,023","29,477","28,489","31,683","30,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Miscellaneous store retailers ………………………………………...…………………………………………………………………………………………………,"126,668","130,605","128,517","123,182","120,754","118,546","115,330","112,119","110,018","108,401","104,234","101,745","110,688","116,418","113,694","107,279","104,177","101,913","102,783","103,087","106,719","104,218","98,369","90,232","82,819","75,977","69,457","61,545","54,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531,    Florists ………………………………………...…………………………………………………………………….………………………………………,"5,116","5,634","5,758","5,698","5,671","5,720","5,759","5,676","5,578","5,580","5,891","5,868","6,710","7,244","7,329","7,078","6,730","6,945","7,494","7,859","8,171","7,804","7,585","7,316","7,122","6,636","6,587","6,429","6,397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4532,"    Office supplies, stationery, and gift stores ……………………………………………………….……………………………","23,859","28,874","30,316","30,061","31,125","31,975","32,691","33,097","33,454","34,083","34,310","34,478","38,087","41,245","41,290","39,775","39,319","38,704","39,025","39,385","41,653","40,006","37,120","33,667","30,889","29,327","27,143","23,876","21,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45321,Office supplies and stationery stores ………………………………………………………………………………………,"10,277","10,702","11,358","12,261","13,288","14,496","15,670","16,552","17,401","18,117","18,774","19,397","21,272","23,204","22,788","22,162","21,685","21,017","20,961","20,885","22,748","21,600","19,522","17,334","15,592","14,824","13,235","11,127","9,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45322,"Gift, novelty, and souvenir stores ...……………………………………………………………………………………………","13,582","18,172","18,958","17,800","17,837","17,479","17,021","16,545","16,053","15,966","15,536","15,081","16,815","18,041","18,502","17,613","17,634","17,687","18,064","18,500","18,905","18,406","17,598","16,333","15,297","14,503","13,908","12,749","12,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533,    Used merchandise stores ………………………………………………………………………………..………………………………,"16,362","18,021","17,010","16,739","16,179","16,152","15,658","15,167","14,728","13,248","11,800","10,872","11,242","10,930","10,413","9,320","9,271","9,214","9,500","9,527","9,832","9,377","9,023","8,058","7,256","6,617","6,125","6,136","5,567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,    Other miscellaneous store retailers ………………………………………………………………………………………………,"81,331","78,076","75,433","70,684","67,779","64,699","61,222","58,179","56,258","55,490","52,233","50,527","54,649","56,999","54,662","51,106","48,857","47,050","46,764","46,316","47,063","47,031","44,641","41,191","37,552","33,397","29,602","25,104","21,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45399,All other miscellaneous store retailers ………………………………………………………………………………………………,"44,178","40,574","37,908","35,565","33,868","32,149","29,872","29,544","29,678","29,765","27,611","26,689","27,279","27,213","27,332","25,777","25,270","24,666","24,040","22,643","22,132","20,770","19,366","18,044","16,314","14,465","13,063","11,316","10,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
