"B01003_001E","B01003_001M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","id","Geographic Area Name"
"8050","1021","8600000US08102","ZCTA5 08102"
"14239","1135","8600000US08103","ZCTA5 08103"
"22187","1555","8600000US08104","ZCTA5 08104"
"26807","1518","8600000US08105","ZCTA5 08105"
"9811","360","8600000US08106","ZCTA5 08106"
"13533","704","8600000US08107","ZCTA5 08107"
"18004","877","8600000US08108","ZCTA5 08108"
"22741","1088","8600000US08109","ZCTA5 08109"
"19124","1585","8600000US08110","ZCTA5 08110"
"10029","599","8600000US08201","ZCTA5 08201"
"1555","176","8600000US08202","ZCTA5 08202"
"8725","34","8600000US08203","ZCTA5 08203"
"17257","870","8600000US08204","ZCTA5 08204"
"26412","1164","8600000US08205","ZCTA5 08205"
"16409","869","8600000US08210","ZCTA5 08210"
"165","72","8600000US08212","ZCTA5 08212"
"14068","1344","8600000US08215","ZCTA5 08215"
"84","47","8600000US08217","ZCTA5 08217"
"6719","55","8600000US08221","ZCTA5 08221"
"4277","446","8600000US08223","ZCTA5 08223"
"443","150","8600000US08224","ZCTA5 08224"
"8103","49","8600000US08225","ZCTA5 08225"
"11065","23","8600000US08226","ZCTA5 08226"
"5250","420","8600000US08230","ZCTA5 08230"
"19611","726","8600000US08232","ZCTA5 08232"
"41276","406","8600000US08234","ZCTA5 08234"
"2530","306","8600000US08240","ZCTA5 08240"
"1093","230","8600000US08241","ZCTA5 08241"
"2975","728","8600000US08242","ZCTA5 08242"
"2122","237","8600000US08243","ZCTA5 08243"
"10376","139","8600000US08244","ZCTA5 08244"
"64","98","8600000US08246","ZCTA5 08246"
"960","118","8600000US08247","ZCTA5 08247"
"59","70","8600000US08248","ZCTA5 08248"
"10559","922","8600000US08251","ZCTA5 08251"
"12531","172","8600000US08260","ZCTA5 08260"
"8285","698","8600000US08270","ZCTA5 08270"
"44640","759","8600000US08302","ZCTA5 08302"
"1460","361","8600000US08310","ZCTA5 08310"
"1987","298","8600000US08311","ZCTA5 08311"
"7933","600","8600000US08312","ZCTA5 08312"
"390","164","8600000US08314","ZCTA5 08314"
"177","177","8600000US08316","ZCTA5 08316"
"1677","284","8600000US08317","ZCTA5 08317"
"12387","458","8600000US08318","ZCTA5 08318"
"1188","255","8600000US08319","ZCTA5 08319"
"1059","424","8600000US08320","ZCTA5 08320"
"112","49","8600000US08321","ZCTA5 08321"
"10292","648","8600000US08322","ZCTA5 08322"
"457","86","8600000US08323","ZCTA5 08323"
"341","178","8600000US08324","ZCTA5 08324"
"1325","321","8600000US08326","ZCTA5 08326"
"5379","551","8600000US08327","ZCTA5 08327"
"1636","403","8600000US08328","ZCTA5 08328"
"351","182","8600000US08329","ZCTA5 08329"
"27385","510","8600000US08330","ZCTA5 08330"
"34609","786","8600000US08332","ZCTA5 08332"
"1302","434","8600000US08340","ZCTA5 08340"
"2435","384","8600000US08341","ZCTA5 08341"
"4927","534","8600000US08343","ZCTA5 08343"
"4197","532","8600000US08344","ZCTA5 08344"
"598","144","8600000US08345","ZCTA5 08345"
"781","375","8600000US08346","ZCTA5 08346"
"189","140","8600000US08348","ZCTA5 08348"
"2390","475","8600000US08349","ZCTA5 08349"
"503","266","8600000US08350","ZCTA5 08350"
"688","294","8600000US08352","ZCTA5 08352"
"368","102","8600000US08353","ZCTA5 08353"
"42225","1606","8600000US08360","ZCTA5 08360"
"18334","1290","8600000US08361","ZCTA5 08361"
"37793","78","8600000US08401","ZCTA5 08401"
"5921","24","8600000US08402","ZCTA5 08402"
"903","122","8600000US08403","ZCTA5 08403"
"9995","29","8600000US08406","ZCTA5 08406"
"6260","546","8600000US08501","ZCTA5 08501"
"11244","646","8600000US08502","ZCTA5 08502"
"17418","667","8600000US08505","ZCTA5 08505"
"5851","635","8600000US08510","ZCTA5 08510"
"1226","835","8600000US08511","ZCTA5 08511"
"10880","989","8600000US08512","ZCTA5 08512"
"4964","890","8600000US08514","ZCTA5 08514"
"5972","355","8600000US08515","ZCTA5 08515"
"5471","579","8600000US08518","ZCTA5 08518"
"27082","889","8600000US08520","ZCTA5 08520"
"4881","528","8600000US08525","ZCTA5 08525"
"56848","273","8600000US08527","ZCTA5 08527"
"147","169","8600000US08528","ZCTA5 08528"
"7364","237","8600000US08530","ZCTA5 08530"
"6709","704","8600000US08533","ZCTA5 08533"
"13208","726","8600000US08534","ZCTA5 08534"
"4567","634","8600000US08535","ZCTA5 08535"
"19264","561","8600000US08536","ZCTA5 08536"
"51813","1731","8600000US08540","ZCTA5 08540"
"5399","582","8600000US08542","ZCTA5 08542"
"18143","1014","8600000US08550","ZCTA5 08550"
"5588","859","8600000US08551","ZCTA5 08551"
"655","113","8600000US08553","ZCTA5 08553"
"4208","437","8600000US08554","ZCTA5 08554"
"913","289","8600000US08555","ZCTA5 08555"
"7545","577","8600000US08558","ZCTA5 08558"
"5252","399","8600000US08559","ZCTA5 08559"
"3663","635","8600000US08560","ZCTA5 08560"
"596","338","8600000US08561","ZCTA5 08561"
"4725","405","8600000US08562","ZCTA5 08562"
"866","324","8600000US08608","ZCTA5 08608"
"13003","1922","8600000US08609","ZCTA5 08609"
"31363","1994","8600000US08610","ZCTA5 08610"
"28263","1712","8600000US08611","ZCTA5 08611"
"37433","1811","8600000US08618","ZCTA5 08618"
"22416","1633","8600000US08619","ZCTA5 08619"
"11904","1808","8600000US08620","ZCTA5 08620"
"9100","939","8600000US08628","ZCTA5 08628"
"12910","1535","8600000US08629","ZCTA5 08629"
"22115","1182","8600000US08638","ZCTA5 08638"
"8350","1400","8600000US08640","ZCTA5 08640"
"4028","569","8600000US08641","ZCTA5 08641"
"31819","303","8600000US08648","ZCTA5 08648"
"18010","1181","8600000US08690","ZCTA5 08690"
"16413","852","8600000US08691","ZCTA5 08691"
"104186","27","8600000US08701","ZCTA5 08701"
"777","252","8600000US08720","ZCTA5 08720"
"21486","851","8600000US08721","ZCTA5 08721"
"11274","23","8600000US08722","ZCTA5 08722"
"33059","1408","8600000US08723","ZCTA5 08723"
"41504","1417","8600000US08724","ZCTA5 08724"
"4701","41","8600000US08730","ZCTA5 08730"
"20347","1024","8600000US08731","ZCTA5 08731"
"1413","202","8600000US08732","ZCTA5 08732"
"2772","70","8600000US08733","ZCTA5 08733"
"8729","1024","8600000US08734","ZCTA5 08734"
"4139","611","8600000US08735","ZCTA5 08735"
"13195","839","8600000US08736","ZCTA5 08736"
"1514","283","8600000US08738","ZCTA5 08738"
"1488","251","8600000US08740","ZCTA5 08740"
"2669","479","8600000US08741","ZCTA5 08741"
"24474","181","8600000US08742","ZCTA5 08742"
"3148","437","8600000US08750","ZCTA5 08750"
"4351","217","8600000US08751","ZCTA5 08751"
"2157","342","8600000US08752","ZCTA5 08752"
"63750","1503","8600000US08753","ZCTA5 08753"
"26398","1582","8600000US08755","ZCTA5 08755"
"33543","1318","8600000US08757","ZCTA5 08757"
"8254","319","8600000US08758","ZCTA5 08758"
"33318","915","8600000US08759","ZCTA5 08759"
"8383","492","8600000US08801","ZCTA5 08801"
"4299","498","8600000US08802","ZCTA5 08802"
"2579","384","8600000US08804","ZCTA5 08804"
"12100","422","8600000US08805","ZCTA5 08805"
"37638","623","8600000US08807","ZCTA5 08807"
"117","102","8600000US08808","ZCTA5 08808"
"6433","571","8600000US08809","ZCTA5 08809"
"8774","935","8600000US08810","ZCTA5 08810"
"14008","289","8600000US08812","ZCTA5 08812"
"47323","680","8600000US08816","ZCTA5 08816"
"44582","1418","8600000US08817","ZCTA5 08817"
"37295","1249","8600000US08820","ZCTA5 08820"
"481","185","8600000US08821","ZCTA5 08821"
"28836","1018","8600000US08822","ZCTA5 08822"
"8324","954","8600000US08823","ZCTA5 08823"
"12418","1265","8600000US08824","ZCTA5 08824"
"4040","389","8600000US08825","ZCTA5 08825"
"5027","565","8600000US08826","ZCTA5 08826"
"3914","533","8600000US08827","ZCTA5 08827"
"2232","254","8600000US08828","ZCTA5 08828"
"3492","47","8600000US08829","ZCTA5 08829"
"17343","1448","8600000US08830","ZCTA5 08830"
"51245","282","8600000US08831","ZCTA5 08831"
"2825","492","8600000US08832","ZCTA5 08832"
"8260","686","8600000US08833","ZCTA5 08833"
"10193","27","8600000US08835","ZCTA5 08835"
"4015","502","8600000US08836","ZCTA5 08836"
"17999","1215","8600000US08837","ZCTA5 08837"
"16792","319","8600000US08840","ZCTA5 08840"
"39852","259","8600000US08844","ZCTA5 08844"
"13606","38","8600000US08846","ZCTA5 08846"
"8857","568","8600000US08848","ZCTA5 08848"
"8420","267","8600000US08850","ZCTA5 08850"
"17643","1163","8600000US08852","ZCTA5 08852"
"5297","650","8600000US08853","ZCTA5 08853"
"56948","89","8600000US08854","ZCTA5 08854"
"39601","1259","8600000US08857","ZCTA5 08857"
"107","171","8600000US08858","ZCTA5 08858"
"22383","1352","8600000US08859","ZCTA5 08859"
"53899","741","8600000US08861","ZCTA5 08861"
"12509","1070","8600000US08863","ZCTA5 08863"
"29142","538","8600000US08865","ZCTA5 08865"
"5542","710","8600000US08867","ZCTA5 08867"
"7833","27","8600000US08869","ZCTA5 08869"
"19627","1034","8600000US08872","ZCTA5 08872"
"54416","1016","8600000US08873","ZCTA5 08873"
"21976","685","8600000US08876","ZCTA5 08876"
"23183","1245","8600000US08879","ZCTA5 08879"
"4541","21","8600000US08880","ZCTA5 08880"
"15783","149","8600000US08882","ZCTA5 08882"
"8255","21","8600000US08884","ZCTA5 08884"
"7143","453","8600000US08886","ZCTA5 08886"
"1231","391","8600000US08887","ZCTA5 08887"
"10475","620","8600000US08889","ZCTA5 08889"
"86","128","8600000US08890","ZCTA5 08890"
"57607","1054","8600000US08901","ZCTA5 08901"
"40630","1115","8600000US08902","ZCTA5 08902"
"13803","34","8600000US08904","ZCTA5 08904"
"25026","1759","8600000US10001","ZCTA5 10001"
"74363","3183","8600000US10002","ZCTA5 10002"
"54671","2568","8600000US10003","ZCTA5 10003"
"3310","658","8600000US10004","ZCTA5 10004"
"8664","906","8600000US10005","ZCTA5 10005"
"3260","575","8600000US10006","ZCTA5 10006"
"7566","1065","8600000US10007","ZCTA5 10007"
"58267","2942","8600000US10009","ZCTA5 10009"
"34763","2362","8600000US10010","ZCTA5 10010"
"50228","2722","8600000US10011","ZCTA5 10011"
"23034","1404","8600000US10012","ZCTA5 10012"
"28657","2292","8600000US10013","ZCTA5 10013"
"29071","1629","8600000US10014","ZCTA5 10014"
"52912","2889","8600000US10016","ZCTA5 10016"
"16065","1429","8600000US10017","ZCTA5 10017"
"8135","983","8600000US10018","ZCTA5 10018"
"45521","2336","8600000US10019","ZCTA5 10019"
"0","12","8600000US10020","ZCTA5 10020"
"42253","2565","8600000US10021","ZCTA5 10021"
"31574","2571","8600000US10022","ZCTA5 10022"
"62228","3045","8600000US10023","ZCTA5 10023"
"60714","4545","8600000US10024","ZCTA5 10024"
"92162","4687","8600000US10025","ZCTA5 10025"
"38937","2451","8600000US10026","ZCTA5 10026"
"64728","2436","8600000US10027","ZCTA5 10027"
"47962","3242","8600000US10028","ZCTA5 10028"
"74617","3170","8600000US10029","ZCTA5 10029"
"30996","2007","8600000US10030","ZCTA5 10030"
"60280","3265","8600000US10031","ZCTA5 10031"
"59527","3355","8600000US10032","ZCTA5 10032"
"58648","3283","8600000US10033","ZCTA5 10033"
"41933","2388","8600000US10034","ZCTA5 10034"
"36999","1993","8600000US10035","ZCTA5 10035"
"28231","1955","8600000US10036","ZCTA5 10036"
"19177","1474","8600000US10037","ZCTA5 10037"
"24205","2088","8600000US10038","ZCTA5 10038"
"27090","2281","8600000US10039","ZCTA5 10039"
"45197","2322","8600000US10040","ZCTA5 10040"
"12770","1076","8600000US10044","ZCTA5 10044"
"30339","1630","8600000US10065","ZCTA5 10065"
"6504","1522","8600000US10069","ZCTA5 10069"
"22591","2134","8600000US10075","ZCTA5 10075"
"0","12","8600000US10103","ZCTA5 10103"
"0","12","8600000US10110","ZCTA5 10110"
"0","12","8600000US10111","ZCTA5 10111"
"0","12","8600000US10112","ZCTA5 10112"
"0","12","8600000US10115","ZCTA5 10115"
"0","12","8600000US10119","ZCTA5 10119"
"57993","2737","8600000US10128","ZCTA5 10128"
"0","12","8600000US10152","ZCTA5 10152"
"0","12","8600000US10153","ZCTA5 10153"
"0","12","8600000US10154","ZCTA5 10154"
"1240","521","8600000US10162","ZCTA5 10162"
"0","12","8600000US10165","ZCTA5 10165"
"0","12","8600000US10167","ZCTA5 10167"
"0","12","8600000US10168","ZCTA5 10168"
"0","12","8600000US10169","ZCTA5 10169"
"0","12","8600000US10170","ZCTA5 10170"
"0","12","8600000US10171","ZCTA5 10171"
"0","12","8600000US10172","ZCTA5 10172"
"0","12","8600000US10173","ZCTA5 10173"
"0","12","8600000US10174","ZCTA5 10174"
"0","12","8600000US10177","ZCTA5 10177"
"0","12","8600000US10199","ZCTA5 10199"
"0","12","8600000US10271","ZCTA5 10271"
"0","12","8600000US10278","ZCTA5 10278"
"96","152","8600000US10279","ZCTA5 10279"
"9372","1360","8600000US10280","ZCTA5 10280"
"6086","908","8600000US10282","ZCTA5 10282"
"38001","2118","8600000US10301","ZCTA5 10301"
"17942","1578","8600000US10302","ZCTA5 10302"
"27164","1795","8600000US10303","ZCTA5 10303"
"42133","2309","8600000US10304","ZCTA5 10304"
"42968","2076","8600000US10305","ZCTA5 10305"
"54318","2350","8600000US10306","ZCTA5 10306"
"15053","1359","8600000US10307","ZCTA5 10307"
"28901","2130","8600000US10308","ZCTA5 10308"
"33896","2249","8600000US10309","ZCTA5 10309"
"24168","1567","8600000US10310","ZCTA5 10310"
"0","12","8600000US10311","ZCTA5 10311"
"61114","2715","8600000US10312","ZCTA5 10312"
"89938","3264","8600000US10314","ZCTA5 10314"
"49423","2884","8600000US10451","ZCTA5 10451"
"74379","3470","8600000US10452","ZCTA5 10452"
"78858","3261","8600000US10453","ZCTA5 10453"
"37807","2127","8600000US10454","ZCTA5 10454"
"40300","2716","8600000US10455","ZCTA5 10455"
"90479","3785","8600000US10456","ZCTA5 10456"
"74679","3547","8600000US10457","ZCTA5 10457"
"85893","3453","8600000US10458","ZCTA5 10458"
"48391","2049","8600000US10459","ZCTA5 10459"
"57514","2621","8600000US10460","ZCTA5 10460"
"51081","2400","8600000US10461","ZCTA5 10461"
"75441","3062","8600000US10462","ZCTA5 10462"
"70236","2881","8600000US10463","ZCTA5 10463"
"4322","655","8600000US10464","ZCTA5 10464"
"45066","2300","8600000US10465","ZCTA5 10465"
"74519","3394","8600000US10466","ZCTA5 10466"
"100867","3595","8600000US10467","ZCTA5 10467"
"78778","3578","8600000US10468","ZCTA5 10468"
"72550","2854","8600000US10469","ZCTA5 10469"
"15500","1191","8600000US10470","ZCTA5 10470"
"22577","1482","8600000US10471","ZCTA5 10471"
"67989","2882","8600000US10472","ZCTA5 10472"
"59627","2719","8600000US10473","ZCTA5 10473"
"11579","1482","8600000US10474","ZCTA5 10474"
"43791","3109","8600000US10475","ZCTA5 10475"
"1237","468","8600000US10501","ZCTA5 10501"
"5351","229","8600000US10502","ZCTA5 10502"
"106","65","8600000US10503","ZCTA5 10503"
"8053","529","8600000US10504","ZCTA5 10504"
"1336","556","8600000US10505","ZCTA5 10505"
"5555","674","8600000US10506","ZCTA5 10506"
"7152","804","8600000US10507","ZCTA5 10507"
"20230","733","8600000US10509","ZCTA5 10509"
"10300","495","8600000US10510","ZCTA5 10510"
"2300","403","8600000US10511","ZCTA5 10511"
"24619","1236","8600000US10512","ZCTA5 10512"
"12543","958","8600000US10514","ZCTA5 10514"
"5449","406","8600000US10516","ZCTA5 10516"
"497","219","8600000US10517","ZCTA5 10517"
"1041","333","8600000US10518","ZCTA5 10518"
"305","246","8600000US10519","ZCTA5 10519"
"12885","641","8600000US10520","ZCTA5 10520"
"11052","111","8600000US10522","ZCTA5 10522"
"9415","644","8600000US10523","ZCTA5 10523"
"4317","402","8600000US10524","ZCTA5 10524"
"1860","381","8600000US10526","ZCTA5 10526"
"829","184","8600000US10527","ZCTA5 10527"
"13395","1093","8600000US10528","ZCTA5 10528"
"12925","987","8600000US10530","ZCTA5 10530"
"4739","537","8600000US10532","ZCTA5 10532"
"7463","374","8600000US10533","ZCTA5 10533"
"254","155","8600000US10535","ZCTA5 10535"
"11002","1023","8600000US10536","ZCTA5 10536"
"2769","610","8600000US10537","ZCTA5 10537"
"16151","573","8600000US10538","ZCTA5 10538"
"26678","1132","8600000US10541","ZCTA5 10541"
"20999","591","8600000US10543","ZCTA5 10543"
"115","45","8600000US10545","ZCTA5 10545"
"1085","329","8600000US10546","ZCTA5 10546"
"8034","1094","8600000US10547","ZCTA5 10547"
"4087","744","8600000US10548","ZCTA5 10548"
"16121","954","8600000US10549","ZCTA5 10549"
"36382","1602","8600000US10550","ZCTA5 10550"
"21342","1211","8600000US10552","ZCTA5 10552"
"9747","1363","8600000US10553","ZCTA5 10553"
"4814","257","8600000US10560","ZCTA5 10560"
"31847","948","8600000US10562","ZCTA5 10562"
"24111","49","8600000US10566","ZCTA5 10566"
"20094","1129","8600000US10567","ZCTA5 10567"
"12780","668","8600000US10570","ZCTA5 10570"
"38749","99","8600000US10573","ZCTA5 10573"
"5036","148","8600000US10576","ZCTA5 10576"
"6387","650","8600000US10577","ZCTA5 10577"
"1386","931","8600000US10578","ZCTA5 10578"
"8250","528","8600000US10579","ZCTA5 10579"
"17185","332","8600000US10580","ZCTA5 10580"
"41087","1300","8600000US10583","ZCTA5 10583"
"3102","771","8600000US10588","ZCTA5 10588"
"8080","727","8600000US10589","ZCTA5 10589"
"7208","498","8600000US10590","ZCTA5 10590"
"23059","594","8600000US10591","ZCTA5 10591"
"5587","774","8600000US10594","ZCTA5 10594"
"8439","652","8600000US10595","ZCTA5 10595"
"1051","300","8600000US10596","ZCTA5 10596"
"699","217","8600000US10597","ZCTA5 10597"
"28708","1068","8600000US10598","ZCTA5 10598"
"10256","1049","8600000US10601","ZCTA5 10601"
"18862","1778","8600000US10603","ZCTA5 10603"
"11132","1335","8600000US10604","ZCTA5 10604"
"19849","1378","8600000US10605","ZCTA5 10605"
"16199","1393","8600000US10606","ZCTA5 10606"
"7162","778","8600000US10607","ZCTA5 10607"
"61367","2550","8600000US10701","ZCTA5 10701"
"22636","2195","8600000US10703","ZCTA5 10703"
"31110","1720","8600000US10704","ZCTA5 10704"
"39848","2375","8600000US10705","ZCTA5 10705"
"8622","295","8600000US10706","ZCTA5 10706"
"9713","390","8600000US10707","ZCTA5 10707"
"22212","1249","8600000US10708","ZCTA5 10708"
"9369","645","8600000US10709","ZCTA5 10709"
"25104","1717","8600000US10710","ZCTA5 10710"
"40445","1783","8600000US10801","ZCTA5 10801"
"12492","38","8600000US10803","ZCTA5 10803"
"14365","1217","8600000US10804","ZCTA5 10804"
"21331","1625","8600000US10805","ZCTA5 10805"
"23860","1126","8600000US10901","ZCTA5 10901"
"0","12","8600000US10910","ZCTA5 10910"
"0","12","8600000US10911","ZCTA5 10911"
"5294","541","8600000US10913","ZCTA5 10913"
"391","256","8600000US10914","ZCTA5 10914"
"79","96","8600000US10915","ZCTA5 10915"
"4582","339","8600000US10916","ZCTA5 10916"
"1650","444","8600000US10917","ZCTA5 10917"
"12286","792","8600000US10918","ZCTA5 10918"
"1286","418","8600000US10919","ZCTA5 10919"
"8919","841","8600000US10920","ZCTA5 10920"
"3812","263","8600000US10921","ZCTA5 10921"
"1778","452","8600000US10922","ZCTA5 10922"
"7753","716","8600000US10923","ZCTA5 10923"
"13538","623","8600000US10924","ZCTA5 10924"
"3886","274","8600000US10925","ZCTA5 10925"
"3482","536","8600000US10926","ZCTA5 10926"
"12076","73","8600000US10927","ZCTA5 10927"
"4132","164","8600000US10928","ZCTA5 10928"
"9789","628","8600000US10930","ZCTA5 10930"
"1031","219","8600000US10931","ZCTA5 10931"
"47","55","8600000US10932","ZCTA5 10932"
"417","240","8600000US10933","ZCTA5 10933"
"49430","1275","8600000US10940","ZCTA5 10940"
"13384","1057","8600000US10941","ZCTA5 10941"
"53013","1385","8600000US10950","ZCTA5 10950"
"43374","2032","8600000US10952","ZCTA5 10952"
"112","129","8600000US10953","ZCTA5 10953"
"25870","1583","8600000US10954","ZCTA5 10954"
"30697","1474","8600000US10956","ZCTA5 10956"
"3236","643","8600000US10958","ZCTA5 10958"
"15757","651","8600000US10960","ZCTA5 10960"
"5927","802","8600000US10962","ZCTA5 10962"
"4367","547","8600000US10963","ZCTA5 10963"
"1506","346","8600000US10964","ZCTA5 10964"
"15493","1043","8600000US10965","ZCTA5 10965"
"2466","72","8600000US10968","ZCTA5 10968"
"1098","281","8600000US10969","ZCTA5 10969"
"10433","720","8600000US10970","ZCTA5 10970"
"2510","382","8600000US10973","ZCTA5 10973"
"3189","49","8600000US10974","ZCTA5 10974"
"91","52","8600000US10975","ZCTA5 10975"
"2300","413","8600000US10976","ZCTA5 10976"
"64677","1854","8600000US10977","ZCTA5 10977"
"36","58","8600000US10979","ZCTA5 10979"
"13923","495","8600000US10980","ZCTA5 10980"
"5597","724","8600000US10983","ZCTA5 10983"
"2661","464","8600000US10984","ZCTA5 10984"
"149","173","8600000US10985","ZCTA5 10985"
"1836","419","8600000US10986","ZCTA5 10986"
"3499","62","8600000US10987","ZCTA5 10987"
"596","253","8600000US10988","ZCTA5 10988"
"8415","866","8600000US10989","ZCTA5 10989"
"20735","555","8600000US10990","ZCTA5 10990"
"8830","652","8600000US10992","ZCTA5 10992"
"5044","630","8600000US10993","ZCTA5 10993"
"7115","947","8600000US10994","ZCTA5 10994"
"6342","449","8600000US10996","ZCTA5 10996"
"3428","370","8600000US10998","ZCTA5 10998"
"26542","991","8600000US11001","ZCTA5 11001"
"44712","2107","8600000US11003","ZCTA5 11003"
"15297","1483","8600000US11004","ZCTA5 11004"
"2249","599","8600000US11005","ZCTA5 11005"
"25318","1466","8600000US11010","ZCTA5 11010"
"6325","941","8600000US11020","ZCTA5 11020"
"18181","562","8600000US11021","ZCTA5 11021"
"9479","862","8600000US11023","ZCTA5 11023"
"7869","628","8600000US11024","ZCTA5 11024"
"18450","1001","8600000US11030","ZCTA5 11030"
"41523","1551","8600000US11040","ZCTA5 11040"
"475","120","8600000US11042","ZCTA5 11042"
"30699","1383","8600000US11050","ZCTA5 11050"
"8155","980","8600000US11096","ZCTA5 11096"
"32537","1964","8600000US11101","ZCTA5 11101"
"28359","1254","8600000US11102","ZCTA5 11102"
"35419","1794","8600000US11103","ZCTA5 11103"
"25037","1641","8600000US11104","ZCTA5 11104"
"37452","1898","8600000US11105","ZCTA5 11105"
"37094","1752","8600000US11106","ZCTA5 11106"
"6127","1065","8600000US11109","ZCTA5 11109"
"64798","2199","8600000US11201","ZCTA5 11201"
"77589","2872","8600000US11203","ZCTA5 11203"
"75840","2590","8600000US11204","ZCTA5 11204"
"47866","2557","8600000US11205","ZCTA5 11205"
"87599","3531","8600000US11206","ZCTA5 11206"
"90867","3449","8600000US11207","ZCTA5 11207"
"102626","4077","8600000US11208","ZCTA5 11208"
"68368","2479","8600000US11209","ZCTA5 11209"
"62423","2537","8600000US11210","ZCTA5 11210"
"104561","4016","8600000US11211","ZCTA5 11211"
"74037","3326","8600000US11212","ZCTA5 11212"
"67382","2416","8600000US11213","ZCTA5 11213"
"90372","2786","8600000US11214","ZCTA5 11214"
"69995","2544","8600000US11215","ZCTA5 11215"
"59567","2756","8600000US11216","ZCTA5 11216"
"42461","1964","8600000US11217","ZCTA5 11217"
"73280","3073","8600000US11218","ZCTA5 11218"
"87812","3793","8600000US11219","ZCTA5 11219"
"90657","3267","8600000US11220","ZCTA5 11220"
"85582","3547","8600000US11221","ZCTA5 11221"
"36710","1555","8600000US11222","ZCTA5 11222"
"80500","2943","8600000US11223","ZCTA5 11223"
"45587","2315","8600000US11224","ZCTA5 11224"
"56072","2996","8600000US11225","ZCTA5 11225"
"96332","3131","8600000US11226","ZCTA5 11226"
"43878","1512","8600000US11228","ZCTA5 11228"
"81909","2847","8600000US11229","ZCTA5 11229"
"87188","3033","8600000US11230","ZCTA5 11230"
"37796","2115","8600000US11231","ZCTA5 11231"
"26501","1924","8600000US11232","ZCTA5 11232"
"79796","3456","8600000US11233","ZCTA5 11233"
"90372","2812","8600000US11234","ZCTA5 11234"
"76921","2459","8600000US11235","ZCTA5 11235"
"98821","3019","8600000US11236","ZCTA5 11236"
"46772","2339","8600000US11237","ZCTA5 11237"
"55102","2277","8600000US11238","ZCTA5 11238"
"12832","1169","8600000US11239","ZCTA5 11239"
"0","12","8600000US11351","ZCTA5 11351"
"52351","2543","8600000US11354","ZCTA5 11354"
"81358","3017","8600000US11355","ZCTA5 11355"
"24178","2206","8600000US11356","ZCTA5 11356"
"40118","2438","8600000US11357","ZCTA5 11357"
"36665","1490","8600000US11358","ZCTA5 11358"
"0","12","8600000US11359","ZCTA5 11359"
"18892","1940","8600000US11360","ZCTA5 11360"
"28531","1806","8600000US11361","ZCTA5 11361"
"18694","1431","8600000US11362","ZCTA5 11362"
"6834","749","8600000US11363","ZCTA5 11363"
"35866","2278","8600000US11364","ZCTA5 11364"
"43730","2759","8600000US11365","ZCTA5 11365"
"14109","1092","8600000US11366","ZCTA5 11366"
"40141","2169","8600000US11367","ZCTA5 11367"
"108661","4757","8600000US11368","ZCTA5 11368"
"30693","2001","8600000US11369","ZCTA5 11369"
"29366","1934","8600000US11370","ZCTA5 11370"
"0","12","8600000US11371","ZCTA5 11371"
"63107","3310","8600000US11372","ZCTA5 11372"
"96495","3541","8600000US11373","ZCTA5 11373"
"43173","2237","8600000US11374","ZCTA5 11374"
"72615","2845","8600000US11375","ZCTA5 11375"
"82021","3109","8600000US11377","ZCTA5 11377"
"39033","1843","8600000US11378","ZCTA5 11378"
"37780","1885","8600000US11379","ZCTA5 11379"
"105025","2410","8600000US11385","ZCTA5 11385"
"20473","1224","8600000US11411","ZCTA5 11411"
"37987","1850","8600000US11412","ZCTA5 11412"
"41810","2002","8600000US11413","ZCTA5 11413"
"27672","1973","8600000US11414","ZCTA5 11414"
"18464","1552","8600000US11415","ZCTA5 11415"
"26087","1695","8600000US11416","ZCTA5 11416"
"31156","1650","8600000US11417","ZCTA5 11417"
"37666","2196","8600000US11418","ZCTA5 11418"
"47955","2145","8600000US11419","ZCTA5 11419"
"47266","2041","8600000US11420","ZCTA5 11420"
"39654","2097","8600000US11421","ZCTA5 11421"
"32786","1993","8600000US11422","ZCTA5 11422"
"29532","1769","8600000US11423","ZCTA5 11423"
"40","73","8600000US11424","ZCTA5 11424"
"0","12","8600000US11425","ZCTA5 11425"
"20222","1714","8600000US11426","ZCTA5 11426"
"25096","1679","8600000US11427","ZCTA5 11427"
"19830","1481","8600000US11428","ZCTA5 11428"
"27808","1594","8600000US11429","ZCTA5 11429"
"220","138","8600000US11430","ZCTA5 11430"
"64282","2765","8600000US11432","ZCTA5 11432"
"36929","2219","8600000US11433","ZCTA5 11433"
"62590","2809","8600000US11434","ZCTA5 11434"
"59392","2497","8600000US11435","ZCTA5 11435"
"18955","1232","8600000US11436","ZCTA5 11436"
"0","12","8600000US11451","ZCTA5 11451"
"19675","350","8600000US11501","ZCTA5 11501"
"7051","724","8600000US11507","ZCTA5 11507"
"1790","394","8600000US11509","ZCTA5 11509"
"33949","1914","8600000US11510","ZCTA5 11510"
"4644","692","8600000US11514","ZCTA5 11514"
"7476","598","8600000US11516","ZCTA5 11516"
"9819","511","8600000US11518","ZCTA5 11518"
"43451","350","8600000US11520","ZCTA5 11520"
"27669","543","8600000US11530","ZCTA5 11530"
"27666","217","8600000US11542","ZCTA5 11542"
"12686","951","8600000US11545","ZCTA5 11545"
"625","230","8600000US11547","ZCTA5 11547"
"2491","407","8600000US11548","ZCTA5 11548"
"2728","322","8600000US11549","ZCTA5 11549"
